6779.06,1,2,3,613
6779.16,1,0,3,613
6779.26,1,0,3,613
6779.36,1,0,3,613
6779.46,0,2,3,613
6779.56,0,2,3,613
6779.66,0,2,3,613
6779.76,0,2,4,0
6779.86,1,0,4,0
6779.96,0,0,4,0
6780.06,0,0,4,0
6780.17,0,0,4,0
6780.27,0,0,5,0
6780.37,0,2,5,0
6780.46,0,2,5,0
6780.56,0,0,5,0
6780.67,0,0,5,0
6780.84,0,2,7,0
6780.94,0,0,7,0
6781.04,0,0,7,0
6781.14,0,0,7,0
6781.24,0,0,7,0
6781.34,0,0,7,0
6781.44,0,0,7,0
6781.54,0,0,7,0
6781.54,0,0,7,0
6788.80,1,0,3,296
6788.90,1,2,3,296
6789.00,1,0,3,296
6789.10,1,0,4,0
6789.20,0,0,4,0
6789.30,0,0,4,0
6789.40,0,0,4,0
6789.50,0,0,4,0
6789.60,0,0,5,0
6789.70,0,0,5,0
6789.80,0,0,5,0
6789.90,0,0,5,0
6790.00,0,0,5,0
6790.10,0,0,5,0
6790.28,0,0,7,0
6790.38,0,0,7,0
6790.48,0,0,7,0
6790.58,0,0,7,0
6790.68,0,0,7,0
6790.78,0,0,7,0
6790.88,0,0,7,0
6790.98,0,0,7,0
6790.98,0,0,7,0
6807.77,1,0,9,403
6807.87,1,0,9,403
6807.97,1,0,9,403
6808.07,1,0,9,403
6808.17,1,0,9,403
6808.27,1,0,9,0
6808.37,1,0,9,0
6808.47,1,2,9,0
6808.57,1,2,9,0
6808.67,1,2,9,0
6808.77,1,2,9,0
6808.88,1,2,9,0
6808.98,1,2,9,0
6809.08,1,2,9,0
6809.18,1,2,9,0
6809.35,1,0,9,0
6809.45,1,0,9,0
6809.55,1,0,9,0
6809.65,1,0,9,0
6809.75,1,0,9,0
6809.85,1,0,9,0
6809.95,0,0,9,0
6810.05,0,0,9,0
6810.05,0,0,7,0
6810.60,1,0,3,310
6810.69,1,0,3,310
6810.80,1,2,3,310
6810.90,1,2,3,310
6811.00,1,2,4,0
6811.10,1,2,4,0
6811.20,1,0,4,0
6811.30,1,0,4,0
6811.40,1,0,4,0
6811.50,1,0,5,0
6811.60,1,0,5,0
6811.70,1,2,5,0
6811.80,1,0,5,0
6811.90,0,0,5,0
6812.08,0,0,7,0
6812.17,0,0,7,0
6812.27,0,0,7,0
6812.38,0,0,7,0
6812.48,0,0,7,0
6812.58,0,0,7,0
6812.68,0,0,7,0
6812.78,0,0,7,0
6812.78,0,0,7,0
6821.19,1,0,9,594
6821.29,1,0,9,594
6821.39,1,2,9,594
6821.49,1,2,9,594
6821.59,1,2,9,594
6821.69,1,2,9,594
6821.79,1,2,9,0
6821.90,1,2,9,0
6821.99,1,0,9,0
6822.09,1,2,9,0
6822.19,1,0,9,0
6822.29,1,0,9,0
6822.40,1,0,9,0
6822.50,1,0,9,0
6822.60,1,0,9,0
6822.70,1,2,9,0
6822.87,1,2,9,0
6822.97,1,2,9,0
6823.07,1,2,9,0
6823.17,1,2,9,0
6823.27,1,0,9,0
6823.37,1,0,9,0
6823.47,1,0,9,0
6823.57,1,2,9,0
6823.67,1,2,9,0
6823.77,1,2,9,0
6823.88,1,2,9,0
6823.98,1,2,9,0
6824.08,1,2,9,0
6824.18,1,2,9,0
6824.28,1,2,9,0
6824.38,1,2,9,0
6824.48,1,2,9,0
6824.58,1,2,9,0
6824.68,1,2,9,0
6824.68,0,0,7,0
6825.38,1,0,3,321
6825.48,1,0,3,321
6825.58,1,2,3,321
6825.68,1,2,3,321
6825.78,1,2,4,0
6825.88,1,2,4,0
6825.98,1,2,4,0
6826.08,1,2,4,0
6826.18,1,2,4,0
6826.28,1,2,5,0
6826.38,1,2,5,0
6826.48,1,2,5,0
6826.58,1,2,5,0
6826.68,1,2,5,0
6826.85,1,2,7,0
6826.96,1,2,7,0
6827.06,1,2,7,0
6827.16,1,2,7,0
6827.26,1,2,7,0
6827.36,1,2,7,0
6827.46,1,2,7,0
6827.56,1,2,7,0
6827.66,1,2,7,0
6827.76,1,2,7,0
6827.86,1,2,7,0
6827.86,0,0,7,0
6838.46,1,0,9,594
6838.56,1,0,9,594
6838.66,1,0,9,594
6838.76,1,0,9,594
6838.86,1,0,9,594
6838.96,1,2,9,594
6839.06,1,0,9,0
6839.16,1,2,9,0
6839.26,1,2,9,0
6839.36,1,2,9,0
6839.46,1,2,9,0
6839.56,1,2,9,0
6839.66,1,2,9,0
6839.76,1,2,9,0
6839.86,1,2,9,0
6839.96,1,2,9,0
6840.14,1,2,9,0
6840.24,1,2,9,0
6840.34,1,2,9,0
6840.44,1,2,9,0
6840.54,1,2,9,0
6840.64,1,2,9,0
6840.74,1,2,9,0
6840.84,1,2,9,0
6840.94,1,2,9,0
6841.04,1,2,9,0
6841.14,1,2,9,0
6841.24,1,2,9,0
6841.34,1,2,9,0
6841.44,1,2,9,0
6841.54,1,2,9,0
6841.64,1,2,9,0
6841.74,1,2,9,0
6841.84,1,2,9,0
6841.94,1,2,9,0
6842.04,1,2,9,0
6842.15,1,2,9,0
6842.25,1,2,9,0
6842.35,1,2,9,0
6842.45,1,2,9,0
6843.13,1,2,9,0
6843.23,1,2,9,0
6843.33,1,2,9,0
6843.43,1,2,9,0
6843.53,1,2,9,0
6843.63,1,0,9,0
6843.73,1,0,9,0
6843.83,1,0,9,0
6843.93,1,2,9,0
6844.03,1,2,9,0
6844.13,1,2,9,0
6844.23,1,2,9,0
6844.33,1,2,9,0
6844.44,1,2,9,0
6844.54,1,2,9,0
6844.64,1,2,9,0
6844.74,1,2,9,0
6844.84,1,2,9,0
6844.94,1,2,9,0
6845.04,1,2,9,0
6845.14,1,2,9,0
6845.24,1,2,9,0
6845.34,1,0,9,0
6845.44,1,2,9,0
6845.54,1,2,9,0
6845.54,0,0,7,0
6846.03,1,2,3,323
6846.13,1,2,3,323
6846.23,1,2,3,323
6846.33,1,2,3,323
6846.43,1,0,4,0
6846.53,1,2,4,0
6846.63,1,2,4,0
6846.73,1,2,4,0
6846.83,1,2,4,0
6846.93,1,2,5,0
6847.03,1,2,5,0
6847.13,1,2,5,0
6847.23,1,2,5,0
6847.33,1,2,5,0
6847.51,1,2,7,0
6847.61,1,2,7,0
6847.71,1,2,7,0
6847.81,1,2,7,0
6847.91,1,2,7,0
6848.01,1,2,7,0
6848.11,1,2,7,0
6848.21,1,2,7,0
6848.31,1,2,7,0
6848.41,1,2,7,0
6848.51,1,2,7,0
6848.61,1,2,7,0
6848.71,1,2,7,0
6848.81,1,2,7,0
6848.91,1,2,7,0
6849.01,1,2,7,0
6849.11,1,2,7,0
6849.21,1,2,7,0
6849.31,1,2,7,0
6849.41,1,2,7,0
6849.51,1,2,7,0
6849.61,1,2,7,0
6849.71,1,2,7,0
6849.81,1,2,7,0
6849.91,1,2,7,0
6850.01,1,2,7,0
6850.71,1,0,7,0
6850.81,1,2,7,0
6850.91,1,2,7,0
6851.01,1,2,7,0
6851.11,1,2,7,0
6851.21,1,2,7,0
6851.31,1,2,7,0
6851.41,1,2,7,0
6851.51,1,2,7,0
6851.61,1,2,7,0
6851.71,1,2,7,0
6851.81,1,2,7,0
6851.91,1,2,7,0
6852.01,1,2,7,0
6852.11,1,2,7,0
6852.21,1,2,7,0
6852.31,1,2,7,0
6852.41,1,2,7,0
6852.51,1,2,7,0
6852.61,1,2,7,0
6852.71,1,2,7,0
6852.81,1,2,7,0
6852.91,1,2,7,0
6853.01,1,2,7,0
6853.11,1,2,7,0
6853.21,1,2,7,0
6853.31,1,0,7,0
6853.42,1,0,7,0
6853.52,1,2,7,0
6853.62,1,2,7,0
6853.72,1,2,7,0
6853.82,1,2,7,0
6853.92,1,2,7,0
6854.02,1,2,7,0
6854.12,1,2,7,0
6854.22,1,2,7,0
6854.32,1,2,7,0
6854.42,1,2,7,0
6854.52,1,2,7,0
6854.62,1,2,7,0
6854.62,0,0,7,0
6855.35,1,0,3,214
6855.45,1,0,3,214
6855.55,1,2,3,214
6855.65,1,2,4,0
6855.75,1,2,4,0
6855.85,1,2,4,0
6855.96,1,2,4,0
6856.06,1,2,4,0
6856.16,1,2,5,0
6856.26,1,2,5,0
6856.36,1,2,5,0
6856.46,1,2,5,0
6856.56,1,2,5,0
6856.73,1,2,7,0
6856.83,1,2,7,0
6856.93,1,2,7,0
6857.03,1,2,7,0
6857.13,1,2,7,0
6857.23,1,2,7,0
6857.33,1,2,7,0
6857.44,1,2,7,0
6857.54,1,2,7,0
6857.63,1,2,7,0
6857.74,1,2,7,0
6857.84,1,2,7,0
6857.94,1,2,7,0
6858.04,1,2,7,0
6858.14,1,2,7,0
6858.24,1,2,7,0
6858.34,1,2,7,0
6858.44,1,2,7,0
6858.54,1,2,7,0
6858.64,1,2,7,0
6858.74,1,2,7,0
6858.84,1,2,7,0
6858.94,1,2,7,0
6859.04,1,2,7,0
6859.14,1,2,7,0
6859.24,1,2,7,0
